,Count of Amenities,bathrooms,bedrooms,fee,price,square_feet,costRange,allowedPets
16068,1,2.0,2,0,1449.0,1219,2,0
16069,1,1.0,2,0,1325.0,750,3,1
16070,5,1.0,1,0,1165.0,586,3,0
16071,8,2.0,2,0,1415.0,900,3,1
16072,12,2.0,2,0,1510.0,1034,3,1
16073,3,1.0,1,0,1215.0,611,3,0
16074,3,1.0,1,0,765.0,745,2,1
16075,6,1.0,2,0,975.0,1120,2,0
16076,7,1.0,1,0,1485.0,600,3,1
16077,3,1.0,1,0,2258.0,572,3,0
16078,1,1.0,2,0,1277.0,823,2,0
16079,8,1.0,1,0,719.0,523,2,1
16080,10,2.0,2,0,2931.0,1140,3,1
16081,0,2.0,2,0,1450.0,1191,2,0
16082,0,2.0,2,0,2900.0,1320,3,1
16083,1,1.0,1,0,1121.0,652,2,0
16084,0,1.5,2,0,940.0,904,2,0
16085,6,2.0,2,0,1055.0,1191,2,0
16086,1,1.0,1,0,800.0,624,2,1
16087,3,2.0,2,0,985.0,1075,1,1
16088,3,1.0,0,0,1375.0,420,3,0
16089,3,2.0,2,0,1014.0,1075,1,1
16090,3,1.0,1,0,1095.0,555,3,1
16091,1,1.0,2,0,1750.0,950,3,0
16092,1,1.0,2,0,1800.0,900,3,0
16094,1,1.0,1,0,1249.0,898,2,0
16095,2,1.0,2,0,2200.0,974,3,0
16096,3,2.0,2,0,1172.0,1200,1,0
16097,0,2.0,3,0,1700.0,1339,2,1
16098,13,2.0,2,0,1686.0,1171,3,1
16099,2,1.0,1,0,1175.0,917,3,0
16100,3,1.0,2,0,900.0,935,3,0
16101,3,2.0,2,0,1055.0,909,2,0
16102,2,2.0,2,0,1649.0,1219,2,0
16104,1,2.0,2,0,897.0,1065,1,0
16105,2,1.0,2,0,600.0,808,1,0
16106,3,2.0,2,0,881.0,884,1,0
16107,2,1.0,2,0,1350.0,900,3,0
16108,2,1.0,2,0,1857.0,897,3,0
16109,4,1.0,2,0,2300.0,1179,3,0
16110,5,2.0,2,0,1210.0,1339,1,0
16111,15,1.0,1,0,1485.0,958,3,1
16112,7,1.0,1,0,1850.0,729,3,0
16113,4,1.0,1,0,2250.0,541,3,0
16114,1,2.0,2,0,2275.0,1078,3,0
16115,0,2.0,2,0,2945.0,982,3,1
16116,1,1.0,1,0,800.0,703,3,0
16118,1,2.0,2,0,2275.0,1078,3,0
16119,5,2.0,2,0,975.0,1152,1,0
16120,12,1.0,1,0,2150.0,965,3,1
16122,2,2.0,2,0,2062.0,1038,3,0
16123,1,1.0,2,0,900.0,925,3,0
16124,8,2.0,2,0,2025.0,967,3,0
16125,3,2.0,2,0,2925.0,1097,2,0
16126,8,1.0,1,0,1190.0,760,2,1
16128,3,1.0,1,0,2165.0,855,2,0
16129,2,1.0,1,0,1460.0,634,3,1
16130,3,1.0,1,0,1135.0,730,3,0
16131,3,1.0,1,0,1925.0,764,2,0
16132,3,1.0,2,0,1245.0,825,3,0
16133,4,2.0,2,0,995.0,960,1,1
16134,0,1.0,1,0,1709.0,834,3,0
16135,5,2.0,2,0,1875.0,1061,3,0
16136,1,1.0,1,0,650.0,600,2,0
16137,8,1.0,2,0,1000.0,929,1,0
16138,10,2.0,2,0,895.0,1100,2,1
16140,2,2.0,2,0,2814.0,997,3,0
16142,7,2.0,2,0,2100.0,1291,3,0
16143,1,2.0,2,0,1499.0,903,3,0
16144,4,2.0,2,0,2400.0,1100,3,0
16147,9,2.0,2,0,1295.0,1226,2,1
16148,11,1.0,2,0,599.0,600,2,1
16150,2,2.0,2,0,1129.0,900,2,0
16151,1,1.0,2,0,2200.0,825,3,0
16152,8,2.0,2,0,809.0,943,1,1
16153,2,1.0,1,0,1267.0,718,3,0
16154,11,1.0,2,0,599.0,600,2,1
16156,2,2.0,3,0,1270.0,1387,2,0
16157,9,1.0,1,0,1265.0,717,2,1
16158,5,2.0,2,0,1364.0,1160,3,0
16159,5,1.0,1,0,1835.0,756,3,1
16160,0,2.0,3,0,850.0,1040,1,0
16161,0,1.0,2,0,1258.0,855,2,0
16162,6,2.0,2,0,2530.0,1124,3,1
16163,3,1.0,1,0,1800.0,1107,2,0
16165,1,1.0,3,0,1115.0,822,2,0
16166,2,2.0,3,0,950.0,1311,1,0
16167,6,1.0,3,0,1350.0,495,3,1
16168,3,2.0,2,0,2850.0,1100,3,1
16169,3,1.0,1,0,825.0,630,2,0
16170,2,1.0,2,0,2264.0,955,3,0
16171,2,1.0,2,0,2298.0,955,3,0
16172,2,2.0,2,0,1396.0,1221,2,0
16173,0,1.0,1,0,1242.0,750,2,0
16174,3,1.0,1,0,485.0,320,1,0
16175,2,2.0,2,0,1546.0,1125,2,0
16176,4,1.0,1,0,1061.0,753,2,1
16177,0,1.0,1,0,1130.0,600,3,0
16178,2,2.0,2,0,1348.0,1041,2,0
16179,4,1.0,3,0,2700.0,1100,3,0
16180,2,1.0,1,0,885.0,540,2,0
16181,1,1.0,1,0,1029.0,675,2,0
16182,3,2.0,2,0,1489.0,970,3,0
16183,3,2.0,2,0,1833.0,933,3,0
16184,1,1.0,1,0,1945.0,843,3,1
16185,4,1.0,1,0,1339.0,799,3,0
16186,3,1.0,2,0,995.0,850,2,0
16187,9,1.0,1,0,1304.0,700,3,1
16189,1,2.0,2,0,2395.0,1123,3,1
16190,4,2.0,2,0,1429.0,1288,2,0
16191,1,1.0,3,0,1550.0,1142,2,0
16192,9,2.0,2,0,1624.0,1000,3,1
16193,2,1.0,1,0,2405.0,639,3,0
16194,3,1.0,1,0,1589.0,706,2,0
16195,4,2.0,2,0,1509.0,1248,2,0
16196,3,2.0,2,0,1842.0,1059,3,1
16197,3,1.0,1,0,1557.0,807,3,1
16198,1,1.0,1,0,1250.0,600,2,0
16199,3,2.0,2,0,1500.0,1433,3,1
16200,8,1.0,1,0,925.0,800,2,1
16201,8,2.5,3,0,1478.0,1435,2,1
16202,3,1.0,1,0,1179.0,898,2,0
16203,6,1.0,1,0,1930.0,680,3,0
16204,1,1.0,1,0,1295.0,707,3,0
16205,9,2.0,2,0,1504.0,910,3,0
16206,8,1.0,2,0,2710.0,810,3,1
16207,2,1.0,2,0,575.0,900,2,1
16208,0,2.0,2,0,1304.0,1219,2,1
16209,0,1.0,1,0,1950.0,650,3,1
16210,9,1.0,2,0,1488.0,824,3,1
16213,0,2.0,2,0,2162.0,1315,3,0
16214,6,1.0,1,0,2012.0,669,3,1
16215,3,1.0,2,0,2200.0,600,3,0
16216,2,1.0,3,0,2500.0,1200,3,0
16217,6,1.0,2,0,930.0,1000,2,0
16218,4,1.0,1,0,2025.0,525,3,0
16219,7,2.0,2,0,1705.0,1121,3,0
16220,0,1.0,1,0,1265.0,1051,2,1
16221,0,1.5,2,0,1375.0,985,3,0
16223,0,1.0,1,0,1326.0,663,3,0
16224,6,2.0,2,0,1375.0,1074,3,1
16225,5,1.0,2,0,1331.0,796,3,1
16227,10,1.0,1,0,1350.0,720,3,1
16228,2,1.0,1,0,1650.0,802,2,0
16229,5,1.0,1,0,817.0,850,1,0
16230,2,2.0,2,0,2425.0,1120,2,0
16231,2,1.0,1,0,1526.0,666,3,0
16232,3,2.0,3,0,1399.0,1340,2,1
16234,9,1.0,3,0,1665.0,1289,3,1
16236,2,1.0,3,0,2375.0,1040,3,0
16237,1,1.0,1,0,1255.0,732,3,0
16238,2,1.0,3,0,2000.0,1000,3,0
16240,0,1.0,1,0,1140.0,760,3,1
16241,1,1.0,0,0,1485.0,460,3,0
16242,2,2.0,2,0,995.0,930,3,0
16243,5,2.0,3,0,1151.0,1443,2,0
16244,11,2.0,3,0,1157.0,1264,2,1
16245,0,1.0,1,0,1159.0,450,3,0
16246,3,1.0,1,0,1583.0,777,3,0
16247,4,2.0,2,0,995.0,1093,2,0
16248,3,2.0,2,0,1980.0,1168,3,1
16249,5,2.0,2,0,1300.0,966,3,1
16250,1,2.0,3,0,1050.0,1288,1,0
16251,2,1.0,2,0,1415.0,643,3,0
16252,3,2.0,2,0,1369.0,1144,2,0
16253,4,1.0,1,0,1082.0,699,2,1
16254,2,1.0,1,0,1256.0,629,3,0
16255,8,1.0,2,0,595.0,500,1,0
16256,3,1.0,3,0,2850.0,1200,3,0
16258,3,1.0,2,0,2000.0,917,3,0
16259,6,2.0,3,0,779.0,1130,1,0
16260,2,1.0,1,0,1208.0,629,3,0
16261,6,2.0,3,0,662.0,1130,1,0
16262,4,1.0,1,0,1523.0,850,3,1
16263,3,2.0,2,0,1560.0,871,3,0
16264,11,1.0,2,0,1315.0,1023,3,1
16265,3,2.0,2,0,1265.0,1202,2,0
16266,5,2.0,2,0,1320.0,1280,2,0
16267,3,1.0,2,0,1195.0,814,3,1
16268,3,1.0,1,0,1185.0,862,2,0
16269,2,1.0,2,0,1200.0,856,3,1
16270,3,1.0,1,0,795.0,840,1,0
16271,8,1.0,2,0,715.0,900,1,0
16272,3,1.0,2,0,1660.0,1327,2,0
16274,5,2.0,2,0,2490.0,1312,2,1
16275,2,2.0,2,0,1185.0,1420,1,1
16276,1,1.0,3,0,2200.0,1100,3,0
16277,10,1.0,1,0,1155.0,701,2,0
16278,4,1.0,1,0,2015.0,800,3,0
16279,6,1.0,1,0,2029.0,810,3,1
16280,0,1.0,1,0,1288.0,793,2,0
16281,6,1.0,3,0,1438.0,512,3,1
16282,2,1.0,1,0,1050.0,750,3,0
16283,0,1.0,1,0,1700.0,1000,3,0
16284,3,1.0,1,0,1278.0,833,2,1
16285,3,1.0,1,0,1165.0,636,2,0
16286,6,1.0,1,0,1349.0,836,2,0
16287,3,1.0,1,0,1400.0,882,2,0
16288,3,2.0,2,0,1440.0,1211,2,0
16289,3,1.0,2,0,625.0,760,1,1
16290,2,1.0,1,0,629.0,606,1,1
16291,2,1.0,2,0,2700.0,700,3,0
16292,12,1.0,1,0,1635.0,864,2,1
16293,3,1.5,3,0,900.0,1156,1,0
16294,4,2.0,2,0,2007.0,1168,3,0
16295,3,1.5,3,0,900.0,1156,1,0
16296,3,2.0,2,0,1165.0,1030,2,0
16297,3,1.5,2,0,715.0,963,1,0
16298,1,2.0,2,0,1955.0,1008,3,0
16299,1,1.0,2,0,475.0,834,1,0
16300,0,1.0,1,0,925.0,740,2,0
16301,1,2.0,2,0,985.0,825,2,1
16302,2,2.0,2,0,2232.0,1335,3,0
16303,6,2.0,2,0,850.0,962,1,1
16304,3,2.0,2,0,893.0,1035,1,0
16305,2,1.0,2,0,2278.0,562,3,0
16307,9,1.0,1,0,1075.0,892,1,0
16308,9,1.5,1,0,900.0,970,1,0
16309,3,2.0,2,0,842.0,1010,1,0
16310,9,2.0,3,0,850.0,1101,1,1
16311,4,1.0,2,0,699.0,815,1,0
16312,5,1.0,1,0,1622.0,710,3,0
16314,1,2.0,2,0,1140.0,1076,2,1
16315,6,1.0,1,0,2650.0,523,3,0
16316,1,2.0,2,0,1220.0,1071,2,1
16317,5,1.5,3,0,1365.0,1100,2,1
16320,13,2.5,3,0,1359.0,1101,2,1
16321,3,1.0,1,0,2760.0,747,3,0
16322,7,2.0,2,0,1027.0,1000,1,0
16323,6,2.0,2,0,1039.0,1125,1,0
16324,16,2.0,2,0,1535.0,1159,2,1
16325,0,1.0,1,0,1470.0,603,3,0
16326,16,2.0,2,0,1500.0,1159,2,1
16327,1,1.0,2,0,575.0,780,1,0
16328,4,2.0,2,0,1340.0,1040,2,0
16329,1,1.0,1,0,935.0,745,3,0
16330,1,1.0,1,0,975.0,728,2,0
16331,1,2.0,2,0,2066.0,1100,2,1
16332,9,1.0,3,0,2505.0,601,3,0
16333,8,1.0,1,0,1845.0,969,2,1
16334,7,1.0,1,0,1339.0,615,3,0
16336,2,1.0,1,0,1028.0,783,2,0
16337,11,1.0,1,0,1096.0,602,1,1
16338,13,1.5,1,0,1035.0,648,2,1
16339,3,1.0,2,0,1000.0,920,1,1
16340,13,2.0,2,0,1075.0,823,2,1
16341,7,1.0,2,0,1300.0,744,3,1
16342,8,1.0,1,0,1271.0,788,2,0
16343,3,1.0,2,0,970.0,950,2,0
16344,2,2.0,2,0,920.0,991,1,0
16346,6,1.0,1,0,1607.0,906,2,0
16347,3,1.0,1,0,1675.0,1034,3,0
16348,7,1.0,1,0,1536.0,920,2,0
16349,6,1.0,2,0,969.0,628,2,1
16350,7,1.0,1,0,645.0,504,2,1
16351,1,1.0,1,0,650.0,988,1,1
16353,0,1.0,1,0,1176.0,699,1,0
16354,4,1.0,1,0,1914.0,686,3,0
16355,7,1.0,1,0,1203.0,563,2,0
16356,7,1.0,1,0,645.0,504,2,1
16357,1,2.0,3,0,1380.0,1292,2,1
16358,4,2.0,2,0,934.0,1050,1,1
16359,7,2.0,2,0,745.0,786,2,1
16360,0,1.0,2,0,1379.0,573,3,1
16361,7,1.0,1,0,1209.0,660,2,0
16362,5,2.0,2,0,1269.0,1000,2,0
16363,9,1.0,1,0,499.0,400,1,1
16364,7,1.0,2,0,775.0,966,1,1
16365,5,2.0,2,0,1269.0,1000,2,0
16366,6,1.0,1,0,1281.0,674,2,0
16367,4,1.0,1,0,1695.0,639,3,1
16368,7,1.0,1,0,640.0,672,1,1
16369,1,1.0,2,0,2650.0,940,3,0
16370,4,2.0,3,0,1027.0,1188,2,0
16371,4,2.0,2,0,853.0,967,1,0
16372,4,1.0,2,0,1570.0,658,3,1
16373,2,2.0,2,0,1756.0,1000,2,0
16374,3,2.5,2,0,2800.0,1590,3,0
16375,2,1.0,1,0,845.0,536,2,1
16376,4,2.0,1,0,1415.0,780,2,0
16377,2,1.0,1,0,1300.0,873,2,0
16378,7,1.5,2,0,1627.0,957,3,0
16379,6,1.0,1,0,1177.0,680,3,0
16380,3,1.0,2,0,1380.0,1480,2,0
16381,6,1.0,2,0,2075.0,800,3,1
16382,4,1.0,3,0,1250.0,900,2,1
16383,0,2.0,2,0,1730.0,1109,2,1
16384,3,2.0,3,0,2515.0,1241,3,0
16385,4,2.0,3,0,2040.0,1409,2,0
16386,5,1.0,1,0,1800.0,671,2,1
16387,5,1.0,1,0,752.0,615,2,0
16388,6,2.0,2,0,1599.0,950,2,1
16389,2,1.0,1,0,1585.0,740,3,0
16390,11,2.0,2,0,1970.0,957,3,0
16391,2,1.0,1,0,1045.0,738,2,0
16392,1,2.0,3,0,1100.0,1050,2,0
16393,4,1.0,1,0,1325.0,943,2,0
16394,2,1.0,1,0,1065.0,630,2,0
16395,2,1.0,1,0,2328.0,760,3,1
16396,3,2.0,3,0,1780.0,1234,2,0
16397,3,2.0,3,0,1581.0,1320,2,0
16398,6,2.0,2,0,1158.0,926,2,0
16400,2,1.0,1,0,1055.0,630,2,1
16401,3,2.0,2,0,2550.0,1139,3,0
16402,3,2.0,2,0,2295.0,1139,3,0
16403,4,2.0,2,0,1545.0,894,2,1
16404,12,1.0,2,0,1110.0,919,2,1
16405,4,2.0,3,0,1980.0,1409,2,0
16406,13,1.5,2,0,1320.0,884,2,1
16407,12,1.0,1,0,1035.0,800,2,1
16408,2,1.0,2,0,835.0,706,2,0
16409,3,2.0,3,0,1561.0,1300,2,0
16410,1,1.0,2,0,1075.0,800,3,0
16411,7,2.0,2,0,927.0,1093,2,1
16412,5,2.0,2,0,1050.0,1365,2,0
16413,7,1.0,1,0,1345.0,892,2,1
16414,4,1.0,2,0,1855.0,874,3,1
16415,12,1.5,3,0,1515.0,1063,2,1
16416,0,2.0,2,0,1264.0,1111,2,0
16417,5,2.0,3,0,1200.0,1635,2,1
16418,5,1.0,1,0,1522.0,825,3,0
16419,11,2.0,2,0,1125.0,1173,2,1
16420,3,1.0,1,0,1289.0,860,2,0
16421,9,1.0,1,0,880.0,775,2,1
16422,4,1.0,1,0,1395.0,675,3,0
16423,9,2.0,3,0,1305.0,1250,2,1
16424,9,1.0,1,0,930.0,750,2,1
16425,0,1.0,1,0,1089.0,826,2,0
16426,12,2.0,2,0,1810.0,956,3,1
16427,1,1.0,2,0,900.0,520,1,0
16428,5,1.0,1,0,1285.0,630,3,0
16430,3,1.0,1,0,968.0,869,2,1
16431,5,1.0,2,0,1607.0,630,3,0
16433,11,2.0,2,0,1215.0,1173,2,1
16434,9,2.0,3,0,1742.0,1331,2,1
16435,9,1.0,1,0,895.0,800,2,1
16436,9,1.0,2,0,1000.0,850,2,1
16437,6,1.0,2,0,880.0,780,2,1
16438,1,2.0,2,0,2246.0,1144,3,0
16440,7,2.0,2,0,1001.0,1100,2,0
16441,9,2.5,2,0,1475.0,1625,2,1
16442,3,1.0,1,0,2080.0,732,3,0
16443,5,2.0,2,0,1149.0,1110,1,0
16444,11,2.0,3,0,1610.0,1363,2,1
16445,0,2.0,3,0,2399.0,1275,3,0
16446,0,2.0,3,0,1779.0,1470,2,0
16447,10,1.0,1,0,844.0,609,2,1
16448,3,1.0,1,0,800.0,775,2,0
16449,3,2.0,2,0,2555.0,1222,3,0
16450,1,1.0,1,0,2650.0,640,3,1
16451,10,2.0,3,0,1215.0,1300,2,1
16452,3,1.0,1,0,960.0,684,2,0
16453,6,1.0,2,0,1275.0,960,2,1
16454,4,2.0,2,0,1555.0,939,2,1
16457,2,2.0,2,0,1250.0,1050,1,0
16459,3,1.0,1,0,629.0,660,1,0
16460,6,1.0,2,0,1125.0,960,2,0
16462,6,1.0,2,0,1115.0,960,2,0
16463,3,1.0,1,0,579.0,550,1,0
16464,2,2.0,3,0,1549.0,1309,2,0
16465,3,2.0,2,0,1578.0,1177,3,1
16466,0,1.0,1,0,1290.0,675,2,0
16468,2,1.0,1,0,2907.0,723,3,1
16469,6,1.0,1,0,1039.0,740,2,1
16470,2,2.0,2,0,999.0,1000,1,0
16471,5,1.0,1,0,1413.0,883,3,0
16472,7,2.0,2,0,1545.0,1175,3,1
16474,7,1.0,1,0,948.0,700,2,1
16475,1,2.0,2,0,2186.0,974,3,0
16476,1,1.0,1,0,1300.0,675,2,0
16477,2,2.0,2,0,925.0,1100,2,0
16478,5,1.0,1,0,1003.0,820,2,1
16479,6,2.0,2,0,1377.0,1080,2,1
16480,7,2.0,2,0,1450.0,1175,3,1
16481,3,1.0,1,0,915.0,950,1,0
16482,4,1.0,1,0,2810.0,832,3,0
16483,6,2.0,2,0,1625.0,1234,3,1
16484,10,1.0,2,0,929.0,980,2,1
16486,1,1.0,2,0,975.0,850,2,0
16487,10,1.0,2,0,938.0,1125,2,1
16488,3,1.0,1,0,1319.0,644,3,1
16489,3,1.0,1,0,1411.0,797,3,1
16490,3,1.0,1,0,1425.0,737,3,0
16491,5,1.0,1,0,1095.0,688,2,1
16493,11,2.0,2,0,1078.0,1080,2,1
16494,0,1.0,2,0,925.0,950,2,0
16495,10,1.0,1,0,692.0,628,2,1
16496,10,1.0,1,0,772.0,662,2,1
16497,2,1.0,2,0,1795.0,1000,3,0
16498,0,1.5,3,0,1625.0,1050,3,1
16499,3,2.0,1,0,1545.0,902,3,0
16500,7,2.0,2,0,1742.0,1026,3,1
16501,1,1.0,1,0,1175.0,900,2,0
16502,10,1.0,1,0,851.0,670,2,1
16503,4,1.5,2,0,750.0,925,1,1
16504,10,1.0,2,0,1138.0,810,2,1
16505,1,1.0,2,0,800.0,975,1,1
16506,5,1.5,1,0,2000.0,769,3,0
16507,13,2.0,2,0,1855.0,1098,3,1
16508,2,1.0,1,0,986.0,735,2,0
16509,6,2.0,2,0,2225.0,1073,3,1
16510,3,1.0,2,0,1675.0,448,3,1
16511,0,2.0,3,0,1576.0,1450,2,0
16512,3,2.0,2,0,1653.0,1193,2,0
16513,0,1.0,1,0,1656.0,812,3,0
16514,6,2.0,2,0,2350.0,1300,3,1
16515,5,1.0,1,0,1018.0,692,2,1
16516,7,1.0,1,0,795.0,582,2,1
16517,5,2.0,2,0,1066.0,887,2,0
16518,0,2.0,2,0,1206.0,1186,2,0
16520,4,2.0,2,0,1370.0,939,1,1
16521,2,2.0,2,0,2688.0,1322,3,0
16522,6,1.0,1,0,1395.0,896,2,0
16523,4,2.0,2,0,1802.0,1224,3,0
16524,0,1.0,2,0,1389.0,1128,2,1
16525,5,2.0,3,0,2561.0,1629,2,1
16526,10,3.0,3,0,1718.0,1368,2,1
16527,6,1.0,1,0,850.0,785,2,0
16528,5,2.0,2,0,915.0,1027,1,0
16529,4,2.0,2,0,1370.0,939,1,1
16530,3,1.0,1,0,1200.0,800,2,1
16531,3,2.0,2,0,1304.0,1151,2,0
16532,4,2.0,2,0,1270.0,1125,2,0
16533,4,2.0,3,0,1560.0,1292,2,1
16534,6,1.0,1,0,1630.0,724,3,1
16535,2,1.0,2,0,1510.0,756,3,1
16536,6,2.0,2,0,1705.0,908,3,1
16537,4,1.0,2,0,999.0,1100,2,0
16538,3,1.0,2,0,1245.0,825,1,1
16539,2,1.0,1,0,1580.0,785,3,0
16540,1,1.0,2,0,500.0,660,1,0
16541,4,2.0,2,0,1079.0,1200,2,0
16542,6,1.0,1,0,1340.0,644,3,1
16543,9,1.0,2,0,1230.0,832,2,1
16544,2,1.0,1,0,1189.0,741,2,0
16545,3,2.0,3,0,1895.0,995,3,0
16546,1,2.5,2,0,1834.0,1541,2,1
16547,2,2.5,2,0,1629.0,1469,2,1
16548,3,1.0,0,0,1295.0,495,3,0
16549,4,2.0,3,0,1115.0,1217,2,1
16550,3,2.0,2,0,1276.0,1113,2,0
16551,3,1.0,1,0,1691.0,877,2,0
16552,8,2.0,2,0,1775.0,1326,3,1
16553,0,1.0,2,0,1495.0,425,3,0
16554,8,1.0,1,0,1026.0,685,2,0
16555,3,1.0,1,0,870.0,750,3,0
16556,6,1.0,2,0,895.0,800,2,0
16557,3,1.0,1,0,1058.0,785,2,1
16558,4,2.0,3,0,1459.0,1370,2,0
16559,5,2.0,2,0,1278.0,1013,2,0
16560,2,2.0,2,0,1767.0,1158,3,0
16561,11,1.0,2,0,1715.0,582,3,0
16562,3,2.5,2,0,1240.0,1162,2,0
16563,7,2.0,2,0,1255.0,1008,2,0
16564,3,2.0,2,0,1313.0,1062,2,1
16565,0,2.0,2,0,910.0,664,2,0
16566,6,2.0,2,0,965.0,930,2,0
16567,7,1.0,1,0,1621.0,767,3,1
16569,3,1.0,1,0,1058.0,692,2,1
16570,0,1.0,1,0,965.0,616,1,0
16571,10,1.0,2,0,1050.0,1254,2,1
16572,1,1.0,1,0,895.0,650,1,1
16573,1,2.0,3,0,2260.0,1228,3,0
16574,10,1.0,2,0,990.0,836,2,1
16575,3,1.0,1,0,975.0,846,2,0
16576,3,2.0,2,0,1075.0,1173,2,0
16577,10,2.0,2,0,1090.0,1179,2,0
16579,3,2.0,2,0,1681.0,1164,3,0
16580,3,1.0,1,0,880.0,797,2,1
16581,5,2.0,2,0,2015.0,956,3,0
16582,10,2.0,2,0,1213.0,1075,2,0
16583,13,1.0,1,0,894.0,678,2,1
16584,2,1.0,2,0,1179.0,912,2,1
16585,10,2.0,3,0,2260.0,1228,3,1
16586,5,2.0,3,0,2115.0,1105,3,1
16587,0,2.0,2,0,1570.0,965,3,0
16588,10,2.0,2,0,1840.0,964,3,0
16589,3,1.0,1,0,1445.0,625,3,0
16590,5,2.0,2,0,1150.0,1020,2,0
16591,2,1.0,1,0,1350.0,600,3,0
16593,7,2.0,2,0,1486.0,841,3,0
16594,10,1.0,1,0,1065.0,634,2,1
16595,6,1.0,1,0,900.0,715,2,1
16596,0,2.0,2,0,993.0,650,2,0
16597,5,2.0,2,0,1269.0,1069,2,1
16598,9,2.0,2,0,986.0,1022,2,0
16599,3,2.0,2,0,1975.0,1000,3,0
16600,4,1.0,1,0,1295.0,900,2,0
16601,2,1.0,1,0,850.0,900,2,0
16602,4,1.0,1,0,1848.0,300,3,0
16603,0,2.0,2,0,1850.0,1100,2,1
16604,3,1.5,2,0,1420.0,810,2,0
16605,2,2.0,2,0,1195.0,1011,2,0
16606,13,1.0,2,0,1084.0,902,2,1
16607,1,1.0,1,0,585.0,450,1,0
16608,2,1.0,0,0,1495.0,458,3,1
16609,10,2.0,2,0,1296.0,1177,2,1
16610,6,2.0,2,0,1140.0,1020,2,0
16611,4,1.5,2,0,1475.0,1080,3,1
16612,1,2.0,2,0,724.0,1050,1,0
16613,9,1.0,2,0,1073.0,450,3,0
16614,6,1.0,3,0,1315.0,898,2,1
16615,3,1.0,1,0,975.0,725,2,0
16616,5,1.0,1,0,1135.0,680,2,0
16617,6,1.0,1,0,1225.0,714,2,0
16618,6,1.0,2,0,1330.0,898,2,0
16619,3,1.0,2,0,1650.0,792,3,1
16620,3,1.0,2,0,1700.0,755,3,1
16621,10,1.5,3,0,530.0,1010,1,0
16622,1,1.0,1,0,1070.0,829,2,0
16623,10,2.0,4,0,600.0,1200,1,0
16624,4,2.0,2,0,2095.0,930,3,0
16625,2,1.0,1,0,1870.0,698,3,0
16626,11,1.5,2,0,1440.0,927,2,1
16627,4,1.0,2,0,725.0,730,1,1
16628,11,2.0,2,0,1279.0,1195,2,1
16629,11,1.0,1,0,1526.0,700,3,1
16630,11,1.0,1,0,1511.0,700,3,1
16631,9,1.0,2,0,1756.0,755,3,0
16632,6,1.0,1,0,979.0,684,2,0
16634,7,1.0,1,0,2540.0,737,3,0
16635,3,1.0,2,0,869.0,767,1,0
16636,2,1.0,1,0,1614.0,783,3,0
16637,2,1.0,1,0,1498.0,707,3,0
16638,7,1.0,1,0,2750.0,853,3,1
16639,2,2.0,2,0,2203.0,1158,3,0
16640,3,1.0,1,0,1625.0,800,3,0
16641,6,2.0,2,0,1384.0,961,2,0
16642,2,1.0,1,0,870.0,660,2,0
16643,2,2.0,2,0,1129.0,1100,2,0
16644,5,1.0,1,0,1337.0,650,2,1
16645,1,1.0,1,0,1400.0,800,3,0
16646,4,2.0,2,0,2914.0,951,3,0
16647,9,2.0,2,0,1936.0,1091,2,0
16648,6,2.0,2,0,1464.0,1158,2,0
16649,1,1.0,1,0,2458.0,763,3,0
16650,10,1.0,1,0,1285.0,831,3,1
16651,6,2.0,2,0,1324.0,949,2,0
16652,7,2.0,2,0,1161.0,1233,2,0
16653,9,2.0,2,0,1474.0,1324,2,1
16654,6,2.0,2,0,1010.0,966,2,0
16655,8,1.0,1,0,857.0,823,2,1
16656,6,1.0,1,0,2125.0,836,3,0
16657,0,1.0,1,0,1501.0,748,2,1
16658,0,1.0,2,0,1724.0,864,2,1
16659,13,2.0,2,0,950.0,930,2,1
16660,8,2.0,2,0,1694.0,1145,2,0
16661,10,1.0,1,0,1045.0,653,2,1
16662,2,1.0,1,0,1227.0,857,2,0
16663,3,2.0,2,0,924.0,1225,1,0
16665,6,1.0,1,0,779.0,630,2,1
16667,3,1.5,3,0,750.0,1272,1,1
16668,0,1.0,1,0,1326.0,500,2,0
16669,1,1.0,2,0,1175.0,800,2,0
16670,4,1.0,2,0,620.0,856,1,0
16671,0,1.0,2,0,1539.0,745,2,0
16673,5,1.5,2,0,779.0,1002,1,0
16674,12,2.0,2,0,2260.0,1200,3,1
16675,10,2.0,2,0,2755.0,1000,3,1
16676,2,2.0,2,0,1795.0,960,3,0
16677,12,2.0,2,0,2072.0,1115,3,1
16678,2,1.0,3,0,1189.0,623,2,0
16679,0,1.0,2,0,1724.0,864,2,1
16680,0,1.0,1,0,1450.0,775,3,1
16681,4,2.0,3,0,1095.0,1148,2,0
16683,0,1.0,2,0,735.0,1011,1,0
16684,2,2.0,3,0,2300.0,800,3,0
16685,8,1.0,2,0,1408.0,804,2,1
16686,4,2.0,2,0,1426.0,925,2,0
16687,9,1.0,1,0,980.0,792,2,1
16688,0,1.0,3,0,1430.0,400,3,0
16689,0,1.0,1,0,1675.0,567,3,1
16690,4,2.0,2,0,1451.0,925,2,0
16691,0,1.0,1,0,935.0,949,2,0
16692,4,1.0,1,0,1188.0,630,2,0
16693,3,2.0,2,0,1189.0,1242,2,0
16694,4,1.0,1,0,1065.0,630,2,0
16696,8,1.0,1,0,1280.0,670,2,1
